Query,Title,Abstract,Relevant
quantum algorithms,Quantum walk based search algorithms,"  In this survey paper we give an intuitive treatment of the discrete time
quantization of classical Markov chains. Grover search and the quantum walk
based search algorithms of Ambainis, Szegedy and Magniez et al. will be stated
as quantum analogues of classical search procedures. We present a rather
detailed description of a somewhat simplified version of the MNRS algorithm.
Finally, in the query complexity model, we show how quantum walks can be
applied to the following search problems: Element Distinctness, Matrix Product
Verification, Restricted Range Associativity, Triangle, and Group
Commutativity.
",False
blockchain,Distributed Double Spending Prevention,"  We study the problem of preventing double spending in electronic payment
schemes in a distributed fashion. This problem occurs, for instance, when the
spending of electronic coins needs to be controlled by a large collection of
nodes (eg. in a peer-to-peer (P2P) system) instead of one central bank.
Contrary to the commonly held belief that this is fundamentally impossible, we
propose several solutions that do achieve a reasonable level of double spending
prevention, and analyse their efficiency under varying assumptions.
",False
blockchain,On the Security of Liaw et al.'s Scheme,"  Recently, Liaw et al. proposed a remote user authentication scheme using
smartcards. They claimed a number of features of their scheme, e.g. a
dictionary of verification tables is not required to authenticate users; users
can choose their password freely; mutual authentication is provided between the
user and the remote system; the communication cost and the computational cost
are very low; users can update their password after the registration phase; a
session key agreed by the user and the remote system is generated in every
session; and the nonce-based scheme which does not require a timestamp (to
solve the serious time synchronization problem) etc.
  In this paper We show that Liaw et al.'s scheme does not stand with various
security requirements and is completely insecure.
  Keywords: Authentication, Smartcards, Remote system, Attack.
",False
blockchain,Integrity-Enhancing Replica Coordination for Byzantine Fault Tolerant Systems,"  Strong replica consistency is often achieved by writing deterministic
applications, or by using a variety of mechanisms to render replicas
deterministic. There exists a large body of work on how to render replicas
deterministic under the benign fault model. However, when replicas can be
subject to malicious faults, most of the previous work is no longer effective.
Furthermore, the determinism of the replicas is often considered harmful from
the security perspective and for many applications, their integrity strongly
depends on the randomness of some of their internal operations. This calls for
new approaches towards achieving replica consistency while preserving the
replica randomness. In this paper, we present two such approaches. One is based
on Byzantine agreement and the other on threshold coin-tossing. Each approach
has its strength and weaknesses. We compare the performance of the two
approaches and outline their respective best use scenarios.
",False
blockchain,CANE: The Content Addressed Network Environment,"  The fragmented nature and asymmetry of local and remote file access and
network access, combined with the current lack of robust authenticity and
privacy, hamstrings the current internet. The collection of disjoint and often
ad-hoc technologies currently in use are at least partially responsible for the
magnitude and potency of the plagues besetting the information economy, of
which spam and email borne virii are canonical examples. The proposed
replacement for the internet, Internet Protocol Version 6 (IPv6), does little
to tackle these underlying issues, instead concentrating on addressing the
technical issues of a decade ago.
  This paper introduces CANE, a Content Addressed Network Environment, and
compares it against current internet and related technologies. Specifically,
CANE presents a simple computing environment in which location is abstracted
away in favour of identity, and trust is explicitly defined. Identity is
cryptographically verified and yet remains pervasively open in nature. It is
argued that this approach is capable of being generalised such that file
storage and network access can be unified and subsequently combined with human
interfaces to result in a Unified Theory of Access, which addresses many of the
significant problems besetting the internet community of the early 21st
century.
",False
blockchain,GRID Architecture through a Public Cluster,"  An architecture to enable some blocks consisting of several nodes in a public
cluster connected to different grid collaborations is introduced. It is
realized by inserting a web-service in addition to the standard Globus Toolkit.
The new web-service performs two main tasks : authenticate the digital
certificate contained in an incoming requests and forward it to the designated
block. The appropriate block is mapped with the username of the block's owner
contained in the digital certificate. It is argued that this algorithm opens an
opportunity for any blocks in a public cluster to join various global grids.
",False
cyber security,Cyberspace security: How to develop a security strategy,"  Despite all visible dividers, the Internet is getting us closer and closer,
but with a great price. Our security is the price. The international community
is fully aware of the urgent need to secure the cyberspace as you see the
multiplication of security standards and national schemes interpreting them
beyond borders: ISO 15408, ISO 17799, and ISO 27001. Even though some
countries, including the Security Big Six (SB6), are equipped with their
security books and may feel relatively safe; this remains a wrong sense of
security as long as they share their networks with entities of less security.
The standards impose security best practices and system specifications for the
development of information security management systems. Partners beyond borders
have to be secure as this is only possible if all entities connected to the
partnership remain secure. Unfortunately, there is no way to verify the
continuous security of partners without periodic security auditing and
certification, and members who do not comply should be barred from the
partnership. This concept also applies to the cyber space or the electronic
society. In order to clean our society from cyber crimes and cyber terrorism we
need to impose strict security policies and enforce them in a cooperative
manner. The paper discusses a country's effort in the development of a national
security strategy given its security economic intelligence position, its
security readiness, and its adverse exposure.
",False
cyber security,SANA - Security Analysis in Internet Traffic through Artificial Immune Systems,"  The Attacks done by Viruses, Worms, Hackers, etc. are a Network
Security-Problem in many Organisations. Current Intrusion Detection Systems
have significant Disadvantages, e.g. the need of plenty of Computational Power
or the Local Installation. Therefore, we introduce a novel Framework for
Network Security which is called SANA. SANA contains an artificial Immune
System with artificial Cells which perform certain Tasks in order to to support
existing systems to better secure the Network against Intrusions. The
Advantages of SANA are that it is efficient, adaptive, autonomous, and
massively-distributed. In this Article, we describe the Architecture of the
artificial Immune System and the Functionality of the Components. We explain
briefly the Implementation and discuss Results.
",False
cyber security,A Network Protection Framework through Artificial Immunity,"  Current network protection systems use a collection of intelligent components
- e.g. classifiers or rule-based firewall systems to detect intrusions and
anomalies and to secure a network against viruses, worms, or trojans. However,
these network systems rely on individuality and support an architecture with
less collaborative work of the protection components. They give less
administration support for maintenance, but offer a large number of individual
single points of failures - an ideal situation for network attacks to succeed.
In this work, we discuss the required features, the performance, and the
problems of a distributed protection system called {\it SANA}. It consists of a
cooperative architecture, it is motivated by the human immune system, where the
components correspond to artificial immune cells that are connected for their
collaborative work. SANA promises a better protection against intruders than
common known protection systems through an adaptive self-management while
keeping the resources efficiently by an intelligent reduction of redundancies.
We introduce a library of several novel and common used protection components
and evaluate the performance of SANA by a proof-of-concept implementation.
",False
cyber security,Danger Theory: The Link between AIS and IDS?,"  We present ideas about creating a next generation Intrusion Detection System
based on the latest immunological theories. The central challenge with computer
security is determining the difference between normal and potentially harmful
activity. For half a century, developers have protected their systems by coding
rules that identify and block specific events. However, the nature of current
and future threats in conjunction with ever larger IT systems urgently requires
the development of automated and adaptive defensive tools. A promising solution
is emerging in the form of Artificial Immune Systems. The Human Immune System
can detect and defend against harmful and previously unseen invaders, so can we
not build a similar Intrusion Detection System for our computers.
",False
cyber security,SANA - Network Protection through artificial Immunity,"  Current network protection systems use a collection of intelligent components
- e.g. classifiers or rule-based firewall systems to detect intrusions and
anomalies and to secure a network against viruses, worms, or trojans. However,
these network systems rely on individuality and support an architecture with
less collaborative work of the protection components. They give less
administration support for maintenance, but offer a large number of individual
single points of failures - an ideal situation for network attacks to succeed.
In this work, we discuss the required features, the performance, and the
problems of a distributed protection system called SANA. It consists of a
cooperative architecture, it is motivated by the human immune system, where the
components correspond to artificial immune cells that are connected for their
collaborative work. SANA promises a better protection against intruders than
common known protection systems through an adaptive self-management while
keeping the resources efficiently by an intelligent reduction of redundant
tasks. We introduce a library of several novel and common used protection
components and evaluate the performance of SANA by a proof-of-concept
implementation.
",False
network intrusion detection,Data Reduction in Intrusion Alert Correlation,"  Network intrusion detection sensors are usually built around low level models
of network traffic. This means that their output is of a similarly low level
and as a consequence, is difficult to analyze. Intrusion alert correlation is
the task of automating some of this analysis by grouping related alerts
together. Attack graphs provide an intuitive model for such analysis.
Unfortunately alert flooding attacks can still cause a loss of service on
sensors, and when performing attack graph correlation, there can be a large
number of extraneous alerts included in the output graph. This obscures the
fine structure of genuine attacks and makes them more difficult for human
operators to discern. This paper explores modified correlation algorithms which
attempt to minimize the impact of this attack.
",False
network intrusion detection,Intrusion Detection Using Cost-Sensitive Classification,"  Intrusion Detection is an invaluable part of computer networks defense. An
important consideration is the fact that raising false alarms carries a
significantly lower cost than not detecting at- tacks. For this reason, we
examine how cost-sensitive classification methods can be used in Intrusion
Detection systems. The performance of the approach is evaluated under different
experimental conditions, cost matrices and different classification models, in
terms of expected cost, as well as detection and false alarm rates. We find
that even under unfavourable conditions, cost-sensitive classification can
improve performance significantly, if only slightly.
",False
network intrusion detection,Towards an Effective Intrusion Response Engine Combined with Intrusion Detection in Ad Hoc Networks,"  In this paper, we present an effective intrusion response engine combined
with intrusion detection in ad hoc networks. The intrusion response engine is
composed of a secure communication module, a local and a global response
module. Its function is based on an innovative tree-based key agreement
protocol while the intrusion detection engine is based on a class of neural
networks called eSOM. The proposed intrusion response model and the tree-based
protocol, it is based on, are analyzed concerning key secrecy while the
intrusion detection engine is evaluated for MANET under different traffic
conditions and mobility patterns. The results show a high detection rate for
packet dropping attacks.
",False
network intrusion detection,A Survey on Deep Packet Inspection for Intrusion Detection Systems,"  Deep packet inspection is widely recognized as a powerful way which is used
for intrusion detection systems for inspecting, deterring and deflecting
malicious attacks over the network. Fundamentally, almost intrusion detection
systems have the ability to search through packets and identify contents that
match with known attacks. In this paper, we survey the deep packet inspection
implementations techniques, research challenges and algorithms. Finally, we
provide a comparison between the different applied systems.
",False
network intrusion detection,Strategic Alert Throttling for Intrusion Detection Systems,"  Network intrusion detection systems are themselves becoming targets of
attackers. Alert flood attacks may be used to conceal malicious activity by
hiding it among a deluge of false alerts sent by the attacker. Although these
types of attacks are very hard to stop completely, our aim is to present
techniques that improve alert throughput and capacity to such an extent that
the resources required to successfully mount the attack become prohibitive. The
key idea presented is to combine a token bucket filter with a realtime
correlation algorithm. The proposed algorithm throttles alert output from the
IDS when an attack is detected. The attack graph used in the correlation
algorithm is used to make sure that alerts crucial to forming strategies are
not discarded by throttling.
",False
big data analytics,Compute and Storage Clouds Using Wide Area High Performance Networks,"  We describe a cloud based infrastructure that we have developed that is
optimized for wide area, high performance networks and designed to support data
mining applications. The infrastructure consists of a storage cloud called
Sector and a compute cloud called Sphere. We describe two applications that we
have built using the cloud and some experimental studies.
",False
big data analytics,Data Mining Using High Performance Data Clouds: Experimental Studies Using Sector and Sphere,"  We describe the design and implementation of a high performance cloud that we
have used to archive, analyze and mine large distributed data sets. By a cloud,
we mean an infrastructure that provides resources and/or services over the
Internet. A storage cloud provides storage services, while a compute cloud
provides compute services. We describe the design of the Sector storage cloud
and how it provides the storage services required by the Sphere compute cloud.
We also describe the programming paradigm supported by the Sphere compute
cloud. Sector and Sphere are designed for analyzing large data sets using
computer clusters connected with wide area high performance networks (for
example, 10+ Gb/s). We describe a distributed data mining application that we
have developed using Sector and Sphere. Finally, we describe some experimental
studies comparing Sector/Sphere to Hadoop.
",False
cloud computing,Local search heuristics: Fitness Cloud versus Fitness Landscape,"  This paper introduces the concept of fitness cloud as an alternative way to
visualize and analyze search spaces than given by the geographic notion of
fitness landscape. It is argued that the fitness cloud concept overcomes
several deficiencies of the landscape representation. Our analysis is based on
the correlation between fitness of solutions and fitnesses of nearest solutions
according to some neighboring. We focus on the behavior of local search
heuristics, such as hill climber, on the well-known NK fitness landscape. In
both cases the fitness vs. fitness correlation is shown to be related to the
epistatic parameter K.
",False
cloud computing,Minimal positive stencils in meshfree finite difference methods for the Poisson equation,"  Meshfree finite difference methods for the Poisson equation approximate the Laplace operator on a point cloud. Desirable are positive stencils, i.e. all neighbor entries are of the same sign. Classical least squares approaches yield large stencils that are in general not positive. We present an approach that yields stencils of minimal size, which are positive. We provide conditions on the point cloud geometry, so that positive stencils always exist. The new discretization method is compared to least squares approaches in terms of accuracy and computational performance.",False
cloud computing,Performance Analysis of Publish/Subscribe Systems,"  The Desktop Grid offers solutions to overcome several challenges and to
answer increasingly needs of scientific computing. Its technology consists
mainly in exploiting resources, geographically dispersed, to treat complex
applications needing big power of calculation and/or important storage
capacity. However, as resources number increases, the need for scalability,
self-organisation, dynamic reconfigurations, decentralisation and performance
becomes more and more essential. Since such properties are exhibited by P2P
systems, the convergence of grid computing and P2P computing seems natural. In
this context, this paper evaluates the scalability and performance of P2P tools
for discovering and registering services. Three protocols are used for this
purpose: Bonjour, Avahi and Free-Pastry. We have studied the behaviour of
theses protocols related to two criteria: the elapsed time for registrations
services and the needed time to discover new services. Our aim is to analyse
these results in order to choose the best protocol we can use in order to
create a decentralised middleware for desktop grid.
",False
edge computing,Computing Minimum Spanning Trees with Uncertainty,"  We consider the minimum spanning tree problem in a setting where information
about the edge weights of the given graph is uncertain. Initially, for each
edge $e$ of the graph only a set $A_e$, called an uncertainty area, that
contains the actual edge weight $w_e$ is known. The algorithm can `update' $e$
to obtain the edge weight $w_e \in A_e$. The task is to output the edge set of
a minimum spanning tree after a minimum number of updates. An algorithm is
$k$-update competitive if it makes at most $k$ times as many updates as the
optimum. We present a 2-update competitive algorithm if all areas $A_e$ are
open or trivial, which is the best possible among deterministic algorithms. The
condition on the areas $A_e$ is to exclude degenerate inputs for which no
constant update competitive algorithm can exist. Next, we consider a setting
where the vertices of the graph correspond to points in Euclidean space and the
weight of an edge is equal to the distance of its endpoints. The location of
each point is initially given as an uncertainty area, and an update reveals the
exact location of the point. We give a general relation between the edge
uncertainty and the vertex uncertainty versions of a problem and use it to
derive a 4-update competitive algorithm for the minimum spanning tree problem
in the vertex uncertainty model. Again, we show that this is best possible
among deterministic algorithms.
",False
edge computing,A distributed algorithm for computing and updating the process number of a forest,"  In this paper, we present a distributed algorithm to compute various
parameters of a tree such as the process number, the edge search number or the
node search number and so the pathwidth. This algorithm requires n steps, an
overall computation time of O(n log(n)), and n messages of size log_3(n)+3. We
then propose a distributed algorithm to update the process number (or the node
search number, or the edge search number) of each component of a forest after
adding or deleting an edge. This second algorithm requires O(D) steps, an
overall computation time of O(D log(n)), and O(D) messages of size log_3(n)+3,
where D is the diameter of the modified connected component. Finally, we show
how to extend our algorithms to trees and forests of unknown size using
messages of less than 2a+4+e bits, where a is the parameter to be determined
and e=1 for updates algorithms.
",False
edge computing,A Symphony Conducted by Brunet,"  We introduce BruNet, a general P2P software framework which we use to produce
the first implementation of Symphony, a 1-D Kleinberg small-world architecture.
Our framework is designed to easily implement and measure different P2P
protocols over different transport layers such as TCP or UDP. This paper
discusses our implementation of the Symphony network, which allows each node to
keep $k \le \log N$ shortcut connections and to route to any other node with a
short average delay of $O(\frac{1}{k}\log^2 N)$. %This provides a continuous
trade-off between node degree and routing latency. We present experimental
results taken from several PlanetLab deployments of size up to 1060 nodes.
These succes sful deployments represent some of the largest PlanetLab
deployments of P2P overlays found in the literature, and show our
implementation's robustness to massive node dynamics in a WAN environment.
",False
edge computing,Optimal Per-Edge Processing Times in the Semi-Streaming Model,"  We present semi-streaming algorithms for basic graph problems that have
optimal per-edge processing times and therefore surpass all previous
semi-streaming algorithms for these tasks. The semi-streaming model, which is
appropriate when dealing with massive graphs, forbids random access to the
input and restricts the memory to O(n*polylog n) bits.
  Particularly, the formerly best per-edge processing times for finding the
connected components and a bipartition are O(alpha(n)), for determining
k-vertex and k-edge connectivity O(k^2n) and O(n*log n) respectively for any
constant k and for computing a minimum spanning forest O(log n). All these time
bounds we reduce to O(1).
  Every presented algorithm determines a solution asymptotically as fast as the
best corresponding algorithm up to date in the classical RAM model, which
therefore cannot convert the advantage of unlimited memory and random access
into superior computing times for these problems.
",False
internet of things,Translating a first-order modal language to relational algebra,"  This paper is about Kripke structures that are inside a relational database
and queried with a modal language. At first the modal language that is used is
introduced, followed by a definition of the database and relational algebra.
Based on these definitions two things are presented: a mapping from components
of the modal structure to a relational database schema and instance, and a
translation from queries in the modal language to relational algebra queries.
",False
internet of things,Can the Internet cope with stress?,"  When will the Internet become aware of itself? In this note the problem is
approached by asking an alternative question: Can the Internet cope with
stress? By extrapolating the psychological difference between coping and
defense mechanisms a distributed software experiment is outlined which could
reject the hypothesis that the Internet is not a conscious entity.
",False
internet of things,Development of Architectures for Internet Telerobotics Systems,"  This paper presents our experience in developing and implementing Internet
telerobotics system. Internet telerobotics system refers to a robot system
controlled and monitored remotely through the Internet. A robot manipulator
with five degrees of freedom, called Mentor, is employed. Client-server
architecture is chosen as a platform for our Internet telerobotics system.
Three generations of telerobotics systems have evolved in this research. The
first generation was based on CGI and two tiered architecture, where a client
presents a Graphical User Interface to the user, and utilizes the user's data
entry and actions to perform requests to robot server running on a different
machine. The second generation was developed using Java. We also employ Java 3D
for creating and manipulating 3D geometry of manipulator links and for
constructing the structures used in rendering that geometry, resulting in 3D
robot movement simulation presented to the users(clients) through their web
browser. Recent development in our Internet telerobotics includes object
recognition through image captured by a camera, which poses challenging
problem, given the undeterministic latency of the Internet. The third
generation is centered around the use of CORBA for development platform of
distributed internet telerobotics system, aimed at distributing task of
telerobotics system.
",False
internet of things,"An integrated model of traffic, geography and economy in the Internet","  Modeling Internet growth is important both for understanding the current
network and to predict and improve its future. To date, Internet models have
typically attempted to explain a subset of the following characteristics:
network structure, traffic flow, geography, and economy. In this paper we
present a discrete, agent-based model, that integrates all of them. We show
that the model generates networks with topologies, dynamics, and (more
speculatively) spatial distributions that are similar to the Internet.
",False
wireless sensor networks,A Framework for Providing E-Services to the Rural Areas using Wireless Ad Hoc and Sensor Networks,"  In recent years, the proliferation of mobile computing devices has driven a
revolutionary change in the computing world. The nature of ubiquitous devices
makes wireless networks the easiest solution for their interconnection. This
has led to the rapid growth of several wireless systems like wireless ad hoc
networks, wireless sensor networks etc. In this paper we have proposed a
framework for rural development by providing various e-services to the rural
areas with the help of wireless ad hoc and sensor networks. We have discussed
how timely and accurate information could be collected from the rural areas
using wireless technologies. In addition to this, we have also mentioned the
technical and operational challenges that could hinder the implementation of
such a framework in the rural areas in the developing countries.
",False
wireless sensor networks,Smartening the Environment using Wireless Sensor Networks in a Developing Country,"  The miniaturization process of various sensing devices has become a reality
by enormous research and advancements accomplished in Micro Electro-Mechanical
Systems (MEMS) and Very Large Scale Integration (VLSI) lithography. Regardless
of such extensive efforts in optimizing the hardware, algorithm, and protocols
for networking, there still remains a lot of scope to explore how these
innovations can all be tied together to design Wireless Sensor Networks (WSN)
for smartening the surrounding environment for some practical purposes. In this
paper we explore the prospects of wireless sensor networks and propose a design
level framework for developing a smart environment using WSNs, which could be
beneficial for a developing country like Bangladesh. In connection to this, we
also discuss the major aspects of wireless sensor networks.
",False
wireless sensor networks,Security in Wireless Sensor Networks: Issues and Challenges,"  Wireless Sensor Network (WSN) is an emerging technology that shows great
promise for various futuristic applications both for mass public and military.
The sensing technology combined with processing power and wireless
communication makes it lucrative for being exploited in abundance in future.
The inclusion of wireless communication technology also incurs various types of
security threats. The intent of this paper is to investigate the security
related issues and challenges in wireless sensor networks. We identify the
security threats, review proposed security mechanisms for wireless sensor
networks. We also discuss the holistic view of security for ensuring layered
and robust security in wireless sensor networks.
",False
wireless sensor networks,QoS Challenges and Opportunities in Wireless Sensor/Actuator Networks,"  A wireless sensor/actuator network (WSAN) is a group of sensors and actuators
that are geographically distributed and interconnected by wireless networks.
Sensors gather information about the state of physical world. Actuators react
to this information by performing appropriate actions. WSANs thus enable cyber
systems to monitor and manipulate the behavior of the physical world. WSANs are
growing at a tremendous pace, just like the exploding evolution of Internet.
Supporting quality of service (QoS) will be of critical importance for
pervasive WSANs that serve as the network infrastructure of diverse
applications. To spark new research and development interests in this field,
this paper examines and discusses the requirements, critical challenges, and
open research issues on QoS management in WSANs. A brief overview of recent
progress is given.
",False
wireless sensor networks,Worst-Case Interactive Communication and Enhancing Sensor Network Lifetime,"  We are concerned with the problem of maximizing the worst-case lifetime of a
data-gathering wireless sensor network consisting of a set of sensor nodes
directly communicating with a base-station.We propose to solve this problem by
modeling sensor node and base-station communication as the interactive
communication between multiple correlated informants (sensor nodes) and a
recipient (base-station). We provide practical and scalable interactive
communication protocols for data gathering in sensor networks and demonstrate
their efficiency compared to traditional approaches.
  In this paper, we first develop a formalism to address the problem of
worst-case interactive communication between a set of multiple correlated
informants and a recipient. We realize that there can be different objectives
to achieve in such a communication scenario and compute the optimal number of
messages and bits exchanged to realize these objectives. Then, we propose to
adapt these results in the context of single-hop data-gathering sensor
networks. Finally, based on this proposed formalism, we propose a clustering
based communication protocol for large sensor networks and demonstrate its
superiority over a traditional clustering protocol.
",False
distributed systems,Distributed Self Management for Distributed Security Systems,"  Distributed system as e.g. artificial immune systems, complex adaptive
systems, or multi-agent systems are widely used in Computer Science, e.g. for
network security, optimisations, or simulations. In these systems, small
entities move through the network and perform certain tasks. At some time, the
entities move to another place and require therefore information where to move
is most profitable. Common used systems do not provide any information or use a
centralised approach where a center delegates the entities. This article
discusses whether small information about the neighbours enhances the
performance of the overall system or not. Therefore, two information-protocols
are introduced and analysed. In addition, the protocols are implemented and
tested using the artificial immune system SANA that protects a network against
intrusions.
",False
distributed systems,"A System for Distributed Mechanisms: Design, Implementation and Applications","  We describe here a structured system for distributed mechanism design
appropriate for both Intranet and Internet applications. In our approach the
players dynamically form a network in which they know neither their neighbours
nor the size of the network and interact to jointly take decisions. The only
assumption concerning the underlying communication layer is that for each pair
of processes there is a path of neighbours connecting them. This allows us to
deal with arbitrary network topologies.
  We also discuss the implementation of this system which consists of a
sequence of layers. The lower layers deal with the operations that implement
the basic primitives of distributed computing, namely low level communication
and distributed termination, while the upper layers use these primitives to
implement high level communication among players, including broadcasting and
multicasting, and distributed decision making.
  This yields a highly flexible distributed system whose specific applications
are realized as instances of its top layer. This design is implemented in Java.
  The system supports at various levels fault-tolerance and includes a
provision for distributed policing the purpose of which is to exclude
`dishonest' players. Also, it can be used for repeated creation of dynamically
formed networks of players interested in a joint decision making implemented by
means of a tax-based mechanism. We illustrate its flexibility by discussing a
number of implemented examples.
",False
distributed systems,Self-Stabilizing Pulse Synchronization Inspired by Biological Pacemaker Networks,"  We define the ``Pulse Synchronization'' problem that requires nodes to
achieve tight synchronization of regular pulse events, in the settings of
distributed computing systems. Pulse-coupled synchronization is a phenomenon
displayed by a large variety of biological systems, typically overcoming a high
level of noise. Inspired by such biological models, a robust and
self-stabilizing Byzantine pulse synchronization algorithm for distributed
computer systems is presented. The algorithm attains near optimal
synchronization tightness while tolerating up to a third of the nodes
exhibiting Byzantine behavior concurrently. Pulse synchronization has been
previously shown to be a powerful building block for designing algorithms in
this severe fault model. We have previously shown how to stabilize general
Byzantine algorithms, using pulse synchronization. To the best of our knowledge
there is no other scheme to do this without the use of synchronized pulses.
",False
distributed systems,A Multi Interface Grid Discovery System,"  Discovery Systems (DS) can be considered as entry points for global loosely
coupled distributed systems. An efficient Discovery System in essence increases
the performance, reliability and decision making capability of distributed
systems. With the rapid increase in scale of distributed applications, existing
solutions for discovery systems are fast becoming either obsolete or incapable
of handling such complexity. They are particularly ineffective when handling
service lifetimes and providing up-to-date information, poor at enabling
dynamic service access and they can also impose unwanted restrictions on
interfaces to widely available information repositories. In this paper we
present essential the design characteristics, an implementation and a
performance analysis for a discovery system capable of overcoming these
deficiencies in large, globally distributed environments.
",False
distributed systems,Mobile Agents for Content-Based WWW Distributed Image Retrieval,"  At present, the de-facto standard for providing contents in the Internet is
the World Wide Web. A technology, which is now emerging on the Web, is
Content-Based Image Retrieval (CBIR). CBIR applies methods and algorithms from
computer science to analyse and index images based on their visual content.
Mobile agents push the flexibility of distributed systems to their limits since
not only computations are dynamically distributed but also the code that
performs them. The current commercial applet-based methodologies for accessing
image database systems offer limited flexibility, scalability and robustness.
In this paper the author proposes a new framework for content-based WWW
distributed image retrieval based on Java-based mobile agents. The
implementation of the framework shows that its performance is comparable to,
and in some cases outperforms, the current approach.
",False
operating systems,State and history in operating systems,"  A method of using recursive functions to describe state change is applied to
process switching in UNIX-like operating systems.
",False
operating systems,A Survey of Unix Init Schemes,"  In most modern operating systems, init (as in ""initialization"") is the
program launched by the kernel at boot time. It runs as a daemon and typically
has PID 1. Init is responsible for spawning all other processes and scavenging
zombies. It is also responsible for reboot and shutdown operations. This
document describes existing solutions that implement the init process and/or
init scripts in Unix-like systems. These solutions range from the legacy and
still-in-use BSD and SystemV schemes, to recent and promising schemes from
Ubuntu, Apple, Sun and independent developers. Our goal is to highlight their
focus and compare their sets of features.
",False
operating systems,FreeBSD Mandatory Access Control Usage for Implementing Enterprise Security Policies,"  FreeBSD was one of the first widely deployed free operating systems to
provide mandatory access control. It supports a number of classic MAC models.
This tutorial paper addresses exploiting this implementation to enforce typical
enterprise security policies of varying complexities.
",False
operating systems,Increased security through open source,"  In this paper we discuss the impact of open source on both the security and
transparency of a software system. We focus on the more technical aspects of
this issue, combining and extending arguments developed over the years. We
stress that our discussion of the problem only applies to software for general
purpose computing systems. For embedded systems, where the software usually
cannot easily be patched or upgraded, different considerations may apply.
",False
operating systems,Service Oriented Architecture in Network Security - a novel Organisation in Security Systems,"  Current network security systems are a collection of various security
components, which are directly installed in the operating system. These check
the whole node for suspicious behaviour. Armouring intrusions e.g. have the
ability to hide themselves from being checked. We present in this paper an
alternative organisation of security systems. The node is completely
virtualized with current virtualization systems so that the operating system
with applications and the security system is distinguished. The security system
then checks the node from outside and the right security components are
provided through a service oriented architecture. Due to the running in a
virtual machine, the infected nodes can be halted, duplicated, and moved to
other nodes for further analysis and legal aspects. This organisation is in
this article analysed and a preliminary implementation showing promising
results are discussed.
",False
database systems,Experimenting with recursive queries in database and logic programming systems,"  This paper considers the problem of reasoning on massive amounts of (possibly
distributed) data. Presently, existing proposals show some limitations: {\em
(i)} the quantity of data that can be handled contemporarily is limited, due to
the fact that reasoning is generally carried out in main-memory; {\em (ii)} the
interaction with external (and independent) DBMSs is not trivial and, in
several cases, not allowed at all; {\em (iii)} the efficiency of present
implementations is still not sufficient for their utilization in complex
reasoning tasks involving massive amounts of data. This paper provides a
contribution in this setting; it presents a new system, called DLV$^{DB}$,
which aims to solve these problems. Moreover, the paper reports the results of
a thorough experimental analysis we have carried out for comparing our system
with several state-of-the-art systems (both logic and databases) on some
classical deductive problems; the other tested systems are: LDL++, XSB, Smodels
and three top-level commercial DBMSs. DLV$^{DB}$ significantly outperforms even
the commercial Database Systems on recursive queries. To appear in Theory and
Practice of Logic Programming (TPLP)
",False
database systems,Neural Networks and Database Systems,"  Object-oriented database systems proved very valuable at handling and
administrating complex objects. In the following guidelines for embedding
neural networks into such systems are presented. It is our goal to treat
networks as normal data in the database system. From the logical point of view,
a neural network is a complex data value and can be stored as a normal data
object. It is generally accepted that rule-based reasoning will play an
important role in future database applications. The knowledge base consists of
facts and rules, which are both stored and handled by the underlying database
system. Neural networks can be seen as representation of intensional knowledge
of intelligent database systems. So they are part of a rule based knowledge
pool and can be used like conventional rules. The user has a unified view about
his knowledge base regardless of the origin of the unique rules.
",False
database systems,Middleware-based Database Replication: The Gaps between Theory and Practice,"  The need for high availability and performance in data management systems has
been fueling a long running interest in database replication from both academia
and industry. However, academic groups often attack replication problems in
isolation, overlooking the need for completeness in their solutions, while
commercial teams take a holistic approach that often misses opportunities for
fundamental innovation. This has created over time a gap between academic
research and industrial practice.
  This paper aims to characterize the gap along three axes: performance,
availability, and administration. We build on our own experience developing and
deploying replication systems in commercial and academic settings, as well as
on a large body of prior related work. We sift through representative examples
from the last decade of open-source, academic, and commercial database
replication systems and combine this material with case studies from real
systems deployed at Fortune 500 customers. We propose two agendas, one for
academic research and one for industrial R&D, which we believe can bridge the
gap within 5-10 years. This way, we hope to both motivate and help researchers
in making the theory and practice of middleware-based database replication more
relevant to each other.
",False
database systems,Mnesors for databases,"  We add commutativity to axioms defining mnesors and substitute a bitrop for
the lattice. We show that it can be applied to relational database querying:
set union, intersection and selection are redifined only from the mnesor
addition and the granular multiplication. Union-compatibility is not required.
",False
database systems,Performance Comparison of Persistence Frameworks,"  One of the essential and most complex components in the software development
process is the database. The complexity increases when the ""orientation"" of the
interacting components differs. A persistence framework moves the program data
in its most natural form to and from a permanent data store, the database. Thus
a persistence framework manages the database and the mapping between the
database and the objects. This paper compares the performance of two
persistence frameworks ? Hibernate and iBatis?s SQLMaps using a banking
database. The performance of both of these tools in single and multi-user
environments are evaluated.
",False
data mining,Text Data Mining: Theory and Methods,"  This paper provides the reader with a very brief introduction to some of the
theory and methods of text data mining. The intent of this article is to
introduce the reader to some of the current methodologies that are employed
within this discipline area while at the same time making the reader aware of
some of the interesting challenges that remain to be solved within the area.
Finally, the articles serves as a very rudimentary tutorial on some of
techniques while also providing the reader with a list of references for
additional study.
",False
